imo,dwt
9512367,82265
9512563,93701
9512575,93758
9512630,60220
9512898,82012
9512939,181196
9512941,74916
9513749,206291
9513816,180188
9513830,55340
9513842,55398
9513854,55415
9513907,55395
9513919,55446
9514004,55989
9514016,55873
9514028,55873
9514030,55868
9514042,55688
9514054,55804
9514066,55768
9514078,55869
9514080,55874
9514107,55875
9514121,55877
9514200,56108
9514212,178373
9514224,176387
9514262,56121
9514315,56141
9514327,56124
9514339,56174
9514341,56169
9514353,56119
9514365,56147
9514377,56172
9514389,56118
9514391,56208
9514406,56280
9514418,56106
9514509,206309
9514822,62145
9514896,93200
9514901,93123
9514963,92418
9515046,80655
9515096,61616
9515175,107392
9515187,107342
9515199,50477
9515204,53995
9515216,60411
9515228,73296
9515747,56700
9515759,56722
9516387,76600
9516399,76523
9516480,208001
9516492,207980
9516507,207978
9516519,207906
9516521,207891
9516533,207811
9518062,82188
9518074,82123
9518086,82131
9518098,82224
9518103,82149
9518115,82224
9518141,82140
9518153,81996
9518165,82224
9518177,82099
9518189,81955
9518191,81955
9518206,81863
9518646,180399
9518658,180407
9518660,180361
9518919,180203
9518921,180022
9519004,57070
9519016,57114
9519066,178838
9519078,178906
9519157,76583
9519183,88106
9519286,56969
9519298,57015
9519303,56899
9519315,56952
9519339,56889
9519341,56855
9519365,180730
9519573,298004
9519626,52113
9519638,52113
9519767,175841
9519779,175713
9520596,58032
9520601,58105
9520613,58105
9520625,58086
9520649,58120
9520651,58109
9520663,58065
9520675,58105
9520716,179527
9520728,179488
9520766,82168
9520778,82174
9520780,58107
9520792,58107
9520807,58107
9520819,58107
9520821,98681
9520833,98697
9520845,98681
9520883,98681
9520895,98681
9520900,58110
9520912,58110
9520924,58110
9520936,58105
9520948,58110
9520950,58470
9520962,58110
9520974,58470
9520986,58032
9521007,56728
9521203,179185
9521394,181125
9521409,181012
9521980,298085
9522087,179448
9522099,179701
9522635,179558
9522647,179701
9522659,177832
9522661,176357
9522673,176292
9522697,180337
9522714,180223
9522972,400606
9523146,75566
9523158,75566
9523160,75519
9523172,75486
9523184,75444
9523196,75421
9523201,75393
9523213,75409
9523251,82123
9523263,82167
9523299,82250
9523483,79224
9523495,79224
9523500,79224
9523512,79224
9523976,92988
9524011,56186
9524023,56174
9524035,206368
9524190,43091
9524542,55691
9524683,55442
9524695,56443
9524700,55431
9525613,84108
9525625,84094
9525821,56836
9526485,81838
9526667,176104
9526679,175868
9527142,93204
9527154,93280
9527233,80337
9527271,76619
9527283,76606
9527415,58215
9527441,80268
9527518,82177
9527910,179398
9527922,179430
9528158,58714
9528160,58655
9528196,205236
9528201,205203
9528562,81712
9528574,81393
9528639,114437
9528653,179688
9528665,179942
9529097,45143
9529102,45542
9529114,45542
9529126,45542
9529138,46276
9529140,46303
9529451,75603
9529463,75603
9529504,61649
9529516,56108
9529530,72400
9529580,61860
9529592,61860
9529607,71066
9529619,71066
9529633,91597
9530632,87376
9530644,87376
9530670,57802
9530682,57809
9531454,93062
9531662,58186
9531844,207953
9531856,206400
9531868,209996
9531870,207993
9531882,297160
9532082,174810
9532094,174713
9532109,174845
9532197,74962
9532202,74940
9532513,400606
9532525,400398
9532537,400535
9532549,400000
9532551,399997
9532575,400000
9532587,399995
9532599,399974
9532604,400101
9532616,400065
9532628,400032
9532642,93758
9532654,93755
9532666,93696
9532678,93738
9533050,56915
9533062,56936
9533074,56879
9533086,56901
9533323,56693
9533335,56724
9533347,56891
9533359,56605
9533361,56774
9533438,61664
9533440,60835
9533488,80655
9533490,80250
9533505,80655
9534145,56735
9534640,179407
9534975,93114
9534987,93103
9534999,93145
9535008,93072
9535010,93077
9535022,93069
9535242,118863
9535864,57034
9535876,57053
9536155,179023
9536430,93764
9536442,93764
9536454,93729
9536791,174802
9536806,175238
9537379,56925
9537381,56892
9537551,114536
9537563,114536
9537628,79699
9537630,79607
9537721,176217
9537733,75491
9537848,179004
9537898,93062
9537903,93039
9537915,93099
9538294,53492
9538311,53483
9538323,53501
9538335,53459
9538347,53460
9538359,53487
9538361,53459
9538373,53457
9538402,178055
9538749,176217
9538751,176330
9538763,75618
9538945,53477
9539107,179407
9539195,175044
9539248,83366
9539250,63415
9539262,120397
9539274,117438
9539286,117438
9539298,63328
9539327,63291
9539602,177729
9539729,114536
9539731,114531
9539834,56869
9539963,70417
9539975,70381
9539987,70089
9539999,70382
9540481,80283
9540869,115156
9540871,115340
9541318,79409
9541631,55088
9541813,58451
9541825,58474
9541837,58514
9541849,58468
9542415,60366
9542465,74951
9542477,74979
9542489,74967
9542491,74979
9543603,55705
9543615,55705
9543677,57454
9543689,57454
9543691,57412
9543706,57454
9543756,57454
9543768,57409
9543770,57467
9543782,57436
9543885,80328
9544011,56423
9544059,82165
9544061,81923
9544073,82165
9544085,81896
9544097,81879
9544102,81812
9544401,76619
9544695,76596
9544700,76595
9544712,76529
9545168,180274
9545170,180274
9545285,80700
9545297,180705
9545716,56720
9545728,56725
9546071,56962
9546083,56976
9546095,56965
9546100,56907
9546112,56975
9546124,57022
9546198,55303
9546801,180715
9546813,180818
9546899,175611
9546904,176000
9546980,176820
9546992,56136
9547001,56116
9547790,56782
9547805,56861
9547817,56861
9547910,177799
9548201,92932
9548213,92995
9548225,92903
9548237,92932
9548548,76611
9548550,76402
9548574,56810
9548586,82589
9548653,57047
9548823,51624
9548835,51624
9550668,51241
9550670,51213
9551674,56969
9551686,56757
9551698,56778
9551703,56771
9551715,180694
9551727,180694
9551741,180541
9552135,54221
9552159,180242
9552276,180242
9552317,58912
9552329,58912
9552331,58677
9552343,58722
9552355,58721
9552367,58743
9552379,58731
9552381,182663
9552393,182757
9552408,182674
9552410,182741
9552422,182249
9552434,182652
9552812,83483
9552824,83369
9552836,83410
9552848,91867
9552886,61860
9552898,61860
9552915,91686
9552953,55861
9552965,55861
9552977,60893
9552989,60830
9552991,82354
9553000,56052
9553050,76487
9553062,76619
9553127,58656
9553206,79329
9553218,79252
9553220,56556
9553232,56568
9553244,56624
9553256,56584
9553775,87329
9553787,87329
9554030,56868
9554042,56868
9554183,88299
9554195,88171
9554664,56948
9554676,57038
9554731,70099
9554743,70500
9555149,56543
9555151,56441
9555163,56617
9555785,82834
9555797,82834
9556404,57239
9557056,61654
9557111,58020
9557123,58020
9557135,58020
9557862,174757
9557874,175886
9558074,178242
9558086,178076
9558153,53473
9558165,180737
9558177,180737
9558189,180694
9558191,180517
9558206,180694
9558218,180694
9558220,180646
9558232,180646
9558244,58028
9558256,58028
9558268,58037
9558270,57999
9558282,58159
9558294,180630
9558696,57260
9558701,57257
9558713,205097
9558799,177856
9558892,57334
9558907,57337
9560388,180242
9560390,180253
9561552,107296
9561863,76579
9561942,58078
9561992,57045
9562001,57034
9562037,93079
9562049,93069
9562295,57122
9562491,63937
9563419,56713
9563421,56705
9563536,57353
9563603,76573
9563615,76549
9563627,76546
9563677,75403
9563689,181403
9563926,92988
9563938,92967
9563940,92870
9564097,180274
9564279,180242
9565053,56118
9565065,400315
9565118,56838
9565170,56785
9565326,180090
9565510,297844
9565534,297978
9565704,92025
9566411,56111
9566423,56092
9566435,56140
9566447,56128
9566459,55888
9566461,55899
9566473,56155
9566514,400314
9566526,400694
9566538,400285
9566552,57155
9566564,61649
9566576,61684
9566588,61414
9566590,107235
9566605,62967
9566617,72400
9566629,60434
9566631,53979
9566643,56108
9566655,50428
9566813,79467
9566825,79445
9566837,79454
9566849,79452
9566851,79427
9566916,57155
9566928,56826
9566930,57155
9566942,56842
9566954,57155
9566966,175966
9566978,175850
9566980,176022
9566992,175580
9567001,175636
9567025,175591
9567037,175784
9567051,175858
9567063,175588
9567075,175617
9567087,175656
9567099,175428
9567104,175589
9567116,175616
9567154,79516
9567166,79469
9567180,79496
9567192,79463
9567233,56760
9567403,56745
9567415,56841
9567427,56841
9567439,56841
9567441,56557
9567453,56556
9567518,57283
9567520,56758
9567532,57226
9567544,56763
9567594,93774
9567609,93774
9567611,93774
9567623,93774
9567635,57173
9567647,57080
9567738,56104
9567740,72400
9567946,57227
9567958,57673
9567972,181407
9567984,181458
9567996,207547
9568005,181343
9568017,207468
9568067,175858
9568160,76022
9568201,92071
9568213,92125
9568225,92014
9568237,92075
9568562,93183
9568574,93200
9568586,93193
9568598,93361
9568718,79025
9568902,180467
9568914,180328
9569217,56971
9569229,56405
9569243,56693
9569255,56693
9569267,56693
9569279,56693
9569750,80459
9569774,179385
9569786,179385
9569798,179259
9569803,179322
9569932,56697
9569944,56697
9569956,56741
9569968,56723
9570395,88165
9570400,88270
9570462,76544
9570474,76536
9570486,61484
9570838,93273
9570840,93296
9570852,93273
9570864,93320
9572070,58698
9572082,58689
9572329,402303
9572331,402303
9572343,402285
9572666,175885
9573103,179134
9573115,179147
9573713,63301
9573737,181447
9573749,181352
9573751,181458
9573763,181529
9573775,181458
9573787,181461
9573830,61494
9573842,61508
9573854,61510
9573866,61527
9573892,53862
9574004,51201
9574119,95712
9574121,95712
9574133,95790
9574145,95675
9574157,95712
9574236,181325
9574391,93328
9574406,93249
9574418,93328
9574420,93236
9574432,93254
9574444,93217
9574456,93250
9574846,55256
9574858,72871
9574860,72914
9575137,63301
9575149,63301
9575151,63301
9575163,63301
9575175,63258
9575187,63301
9575199,63301
9575204,63301
9575216,63301
9575228,63301
9575230,63301
9575242,63301
9575254,63500
9575266,63500
9575278,63301
9575448,403818
9575450,403919
9575462,403627
9575474,403727
9575486,403811
9575498,403784
9575503,403508
9575515,403844
9575668,175620
9576260,81601
9576272,81601
9576296,179166
9576337,179191
9576569,56617
9576791,75396
9576806,75396
9576961,63429
9576973,63610
9576985,63714
9576997,63550
9577006,63549
9577410,58429
9577422,58407
9577434,58480
9577446,58551
9577460,80256
9577549,114583
9578050,56880
9578294,58086
9578543,56716
9578610,180323
9578622,180346
9578684,181434
9578775,56697
9578787,56618
9578799,56670
9579054,76032
9579066,76032
9579236,75971
9579248,75980
9579250,75971
9579262,75915
9579274,75971
9579286,75850
9579298,75854
9579303,75855
9579626,80415
9579638,80536
9579729,55303
9579743,78890
9579781,179258
9579793,179258
9579872,179178
9579884,175908
9580209,83478
9580364,179016
9580376,179078
9580443,56727
9580455,56677
9580481,76037
9580508,80562
9580778,57525
9580950,57034
9581136,53776
9581148,53776
9581174,179851
9581239,179718
9581241,179719
9581368,57284
9581370,57631
9581681,114013
9581708,114038
9581758,181458
9581760,181415
9581784,61496
9582116,80276
9582245,251059
9582257,226400
9582441,82158
9582453,82158
9582465,82158
9582477,82158
9582489,82154
9582491,82167
9582506,82138
9582518,82158
9582520,81949
9582532,81868
9582544,81793
9582556,81889
9582831,180371
9582843,82250
9582946,81893
9582958,82138
9582960,82138
9582972,82119
9582984,82151
9582996,81909
9583005,180528
9583017,57631
9583029,57631
9583108,58097
9583110,58097
9583122,58097
9583134,58097
9583146,58470
9583158,82191
9583160,82191
9583172,82177
9583184,82177
9583196,82177
9583201,82177
9583213,82177
9583225,82177
9583237,82177
9583330,54876
9583550,56781
9583598,75431
9583603,75434
9583615,56874
9583627,56954
9583639,56874
9583641,56874
9583744,80499
9583756,80416
9583768,81526
9583770,80988
9583823,56689
9583835,56716
9584035,81624
9584047,81950
9584138,56768
9584140,56805
9584152,56772
9584310,81664
9584322,81672
9584499,76064
9584504,76037
9584592,81582
9584607,179322
9584619,79342
9584748,79461
9584877,58724
9584889,58740
9584891,58737
9584906,58687
9585106,179842
9585314,56705
9585326,56705
9585338,56754
9585546,51886
9585558,51886
9585572,177775
9585596,175125
9585601,175125
9585728,81565
9585730,81586
9586344,81827
9586356,81533
9586411,79422
9586423,79403
9586629,81450
9586631,81276
9586693,58018
9586708,58018
9586801,179929
9586813,179895
9586837,57637
9586849,57592
9587245,206046
9587257,206037
9587269,206097
9587350,177029
9587362,177065
9587386,179678
9587441,93216
9587453,93281
9587465,93216
9587477,93168
9587532,57114
9587570,173918
9587879,55675
9587958,56882
9587972,56878
9587984,56920
9587996,56920
9588005,81272
9588304,81480
9588316,81498
9588457,179678
9588483,206104
9588495,206040
9588500,56877
9588512,56928
9588536,56632
9588562,56771
9588574,56754
9588586,56854
9588598,56811
9588603,92737
9588615,92828
9588768,206079
9589138,82250
9589140,81309
9589152,81339
9589164,81290
9589255,81541
9589267,81541
9589384,169097
9589396,180132
9589401,180161
9589621,118936
9589633,118817
9589671,81134
9589683,81168
9589695,180652
9589786,61472
9589798,61412
9589803,61456
9589827,179165
9589839,179169
9589970,179019
9590034,81398
9590046,81398
9590060,179168
9590072,81472
9590084,81355
9590096,91827
9590101,81316
9590113,81310
9590125,81354
9590175,80263
9590228,56804
9590230,56810
9590577,81276
9590606,179217
9590694,179276
9590709,179276
9590747,81516
9590759,81507
9590761,81507
9590797,56348
9590802,56348
9590814,81137
9590826,181458
9590838,181458
9590840,181458
9590852,181458
9590864,181458
9590890,181480
9590917,61438
9590929,61418
9590981,81630
9590993,44998
9591002,44978
9591014,44968
9591026,44745
9591038,44591
9591040,44588
9591088,81462
9591129,262779
9591131,262779
9591143,84074
9591155,84104
9591167,83987
9591179,83975
9591181,84062
9591210,56815
9591222,56853
9591234,56874
9591301,205616
9591313,205507
9591325,205417
9591337,205431
9591349,204950
9591351,204950
9591363,204950
9591375,204950
9591428,79104
9591430,79421
9591466,75864
9591478,75812
9591480,75806
9591492,75492
9591507,75784
9591519,75906
9591533,75971
9591545,75491
9591557,75538
9591571,95712
9591583,95709
9591595,95695
9591600,95692
9591674,81874
9591686,81874
9591698,75458
9591703,75423
9591715,75414
9591727,75467
9591739,178896
9591741,179100
9591753,81492
9591765,93326
9591806,82000
9591818,82000
9591832,81707
9591844,81680
9591959,78072
9591961,78087
9591973,78090
9591985,78103
9591997,76067
9592006,76028
9592018,76059
9592020,76072
9592032,76098
9592044,76116
9592056,82306
9592068,82269
9592070,82265
9592082,81200
9592094,82215
9592109,82178
9592123,81076
9592135,81123
9592173,81507
9592422,203028
9592434,203028
9592446,179628
9592458,179523
9592537,82740
9592604,82861
9592616,82852
9592628,57336
9592707,82057
9592719,82057
9592721,57023
9592733,57038
9592745,56898
9592757,56706
9592771,178926
9592783,178929
9592795,178929
9592800,178929
9592874,56688
9592886,56600
9593036,81343
9593048,81326
9593062,206095
9593074,206012
9593218,205938
9593220,205938
9593282,55747
9593294,55747
9593309,176000
9593311,55848
9593323,55832
9593335,55848
9593347,55848
9593359,55380
9593361,55831
9593402,81283
9593440,81305
9593452,179185
9593464,179185
9593476,93168
9593488,93168
9593713,55768
9593725,55804
9593749,81622
9593751,81678
9593763,81649
9593775,81602
9593787,81877
9593799,81948
9593804,81810
9593816,81810
9593828,81793
9593830,81762
9593842,81675
9593854,50827
9593866,50761
9593878,50748
9593880,50720
9593892,50728
9593907,50700
9593919,402285
9593957,400000
9593969,402303
9594121,93229
9594406,56746
9594418,56720
9594420,56837
9594561,56752
9594573,56506
9594585,56559
9594597,56539
9594602,56530
9594614,56507
9594626,56546
9594638,56581
9594705,57002
9594717,57078
9594913,81882
9594925,81963
9595034,81827
9595046,81660
9595266,81662
9595278,81698
9595400,206562
9595412,207685
9595424,207725
9595589,81670
9595591,179461
9595606,179469
9595670,81874
9595682,75564
9595694,75564
9595709,75570
9595711,75524
9595723,81586
9595735,81542
9595759,55698
9595761,55698
9595852,81305
9595864,81147
9595876,81147
9595929,56726
9595931,56739
9595943,56781
9595955,56733
9596090,81804
9596105,81797
9596167,57949
9596179,57949
9596325,180144
9596337,180184
9596399,53203
9596492,81398
9596569,56881
9596650,81233
9596703,81755
9596715,56606
9596727,56603
9597020,81259
9597032,81292
9597044,69479
9597056,69415
9597068,69375
9597070,70786
9597082,69381
9597094,81615
9597109,81585
9597111,58627
9597123,81488
9597185,176216
9597197,176216
9597202,81254
9597214,81251
9597226,81247
9597238,81250
9597331,74940
9597343,74886
9597379,56686
9597381,81450
9597393,81450
9597745,179062
9597757,81502
9597769,81506
9597771,81504
9597783,81359
9597795,81391
9597800,81391
9597812,81391
9597824,179213
9597848,179213
9598048,56734
9598050,56810
9598127,181415
9598139,181356
9598177,82043
9598189,82023
9598191,82062
9598206,82044
9598218,81716
9598220,81715
9598309,95720
9598311,95712
9598323,95712
9598335,95731
9598567,118863
9598660,98704
9598701,175851
9598713,56659
9598725,56724
9598787,76094
9598799,76036
9599066,81994
9599078,98730
9599080,82165
9599092,82165
9599119,98681
9599121,98697
9599133,98697
9599145,98697
9599157,98697
9599169,98704
9599171,98704
9599183,98704
9599195,98704
9599200,98704
9599389,56733
9599391,56757
9599406,57721
9599573,93025
9599602,92950
9599717,53177
9599755,61388
9599767,61429
9599779,61440
9599781,61448
9599810,181403
9599901,56719
9599913,56719
9600425,205361
9600437,205471
9600619,81966
9600621,81641
9600633,81642
9600645,81513
9600657,81641
9600827,57025
9600839,56836
9600970,71405
9600982,71279
9600994,71319
9601091,79440
9601168,57300
9601170,57300
9601182,56816
9601209,56841
9601338,81970
9601340,81730
9601728,81438
9601883,81716
9601912,81761
9602148,79393
9602332,56815
9602356,82122
9602368,82122
9602382,82122
9602394,82169
9602409,82129
9602411,82134
9602423,81918
9602435,81918
9602734,95726
9602746,61483
9602772,81272
9602784,313049
9602966,56611
9602978,56603
9602980,56623
9602992,56632
9603001,95308
9603051,57970
9603063,57970
9603075,56629
9603087,56573
9603116,56489
9603142,81631
9603154,81708
9603283,82671
9603300,82744
9603350,207860
9603362,207855
9603374,207870
9603386,207856
9603398,207886
9603403,207964
9603415,207867
9603427,207947
9603439,208025
9603465,58758
9603477,58675
9603489,58705
9603491,93379
9603506,93243
9603518,93379
9603520,93230
9603532,93225
9603685,56628
9603697,56628
9603702,56625
9603714,56699
9603790,50792
9603805,50740
9603879,53171
9603881,81894
9603893,81734
9603908,180330
9603910,180346
9603972,81707
9603996,81707
9604005,81696
9604017,82000
9604029,175932
9604196,180337
9604225,47829
9604237,47732
9604249,47753
9604251,47805
9604263,47514
9604275,47442
9604287,48834
9604299,47443
9604304,47821
9604316,47807
9604328,47761
9604330,43283
9604419,81970
9604421,47592
9604469,47716
9604471,47792
9604483,47917
9604495,47811
9604500,47664
9604512,46380
9604524,47767
9604536,47310
9604548,57671
9604598,56892
9604603,56769
9604653,81970
9604665,47525
9604677,47523
9604689,47525
9604691,47438
9604811,51156
9604823,43307
9604859,81402
9604861,81439
9604952,95755
9604964,61464
9604976,181415
9604988,181458
9604990,180652
9605009,181422
9605011,61438
9605023,61439
9605322,175522
9605487,176532
9605499,176460
9605633,81709
9605645,81681
9605700,176000
9605724,59963
9605736,59944
9605839,56709
9605841,92700
9605853,56785
9605865,56785
9606118,51890
9606120,52000
9606429,180008
9606431,75398
9606754,114047
9606766,114046
9606778,56920
9606780,56922
9606792,56760
9606807,56851
9606819,56721
9607007,55705
9607019,55705
9607021,206396
9607033,297076
9607045,297125
9607083,72800
9607095,72927
9607100,56139
9607112,81682
9607124,82000
9607136,70373
9607148,70373
9607150,81420
9607162,81375
9607277,56780
9607289,56780
9607291,56780
9607306,56780
9607502,81585
9607576,50630
9607681,179227
9607801,80596
9607813,80554
9607837,81717
9608219,57053
9608221,57070
9608441,206478
9609122,81086
9609134,80888
9609146,81007
9609158,81622
9609160,81569
9609225,58223
9609237,58163
9609249,58148
9609275,79393
9609287,79520
9609433,82260
9609457,55400
9609469,70663
9609471,85561
9609483,85555
9609495,85555
9609500,81364
9609512,77198
9609524,77134
9609536,77230
9609615,82235
9609627,82235
9609732,74518
9609744,74559
9609811,56582
9609823,56775
9609835,56832
9610080,57002
9610092,57002
9610119,81383
9610286,81541
9610470,57146
9610482,57121
9610494,56860
9610561,81399
9610729,58044
9610731,58044
9610743,58044
9610755,58044
9610884,57111
9610987,56670
9610999,56605
9611008,56708
9611010,56582
9611022,56686
9611242,81852
9611254,81940
9611515,81466
9611553,81068
9611565,81169
9611709,81531
9611711,81537
9611735,180429
9611747,180300
9611759,180193
9611802,58518
9611814,58518
9611826,56416
9611890,82084
9611905,82067
9611931,81874
9611943,81945
9611993,56522
9612064,206610
9612076,206562
9612088,56750
9612430,181303
9612959,180133
9612961,180156
9612973,180125
9612985,180133
9613056,75067
9613068,176469
9613070,176389
9613094,179910
9613288,57540
9613290,56473
9613305,56473
9613317,57441
9613329,56473
9613410,56512
9613422,56441
9613434,56548
9613446,56588
9613666,55648
9613678,55625
9613769,80311
9613783,250038
9613836,55596
9613848,55596
9613850,55596
9613862,55596
9613874,54930
9613886,45800
9613989,81688
9614103,55303
9614684,57772
9614842,75378
9614854,75426
9614880,181415
9614892,181408
9614907,181408
9614919,181415
9614921,181366
9614933,181429
9614969,61442
9614971,61358
9614983,61422
9614995,61417
9615121,115169
9615133,115066
9615157,61395
9615169,61498
9615171,95746
9615183,95707
9615195,95671
9615200,95671
9615212,95349
9615303,56628
9615315,56643
9615377,81713
9615389,81755
9615406,81767
9615418,81713
9615470,56838
9615482,56854
9615561,56970
9615664,56806
9615676,56798
9615729,58709
9615731,58613
9615743,58628
9615755,58682
9615767,58606
9615779,58616
9615808,79401
9616541,57374
9616618,58666
9616838,50741
9616840,50728
9616905,76847
9616929,49093
9616931,49093
9616943,49114
9617076,51038
9617088,49085
9617179,56639
9617234,47800
9617258,47522
9617260,47829
9617272,56786
9617284,56792
9617351,79501
9617430,79501
9617466,56605
9617478,56707
9617480,56856
9617519,179816
9617521,179816
9617600,47541
9617612,47480
9617624,47519
9617636,47350
9617662,58000
9617674,58000
9617739,58799
9617741,58756
9617935,81659
9617947,81664
9617961,56606
9617997,75051
9618006,40481
9618018,40481
9618020,75003
9618111,56830
9618355,56763
9618513,56444
9618616,56621
9618630,47180
9618678,81805
9618680,81805
9618812,179905
9618824,180012
9619529,81525
9619555,177935
9619593,61423
9619646,75541
9619775,82566
9619787,82624
9619799,82629
9619804,82566
9619842,76000
9619854,76255
9619866,76229
9619878,76250
9620164,57540
9620176,57453
9620310,76039
9620322,76001
9620504,115184
9620516,115079
9620528,115075
9620530,115198
9620542,115118
9620554,115088
9620566,115297
9620578,115339
9620621,78092
9620633,78095
9620645,78259
9621015,56928
9621120,56724
9621132,56734
9621144,179967
9621156,179965
9621168,179965
9621235,250950
9621247,251053
9621259,174707
9621261,250675
9621273,250821
9621285,92353
9621297,92307
9621302,92389
9621314,251022
9621326,251029
9621338,251028
9621340,250718
9621352,250868
9621364,250895
9621390,81177
9621405,81170
9621417,81177
9621699,56800
9621778,56604
9621780,56540
9621792,56615
9622174,81398
9622423,82197
9622435,45556
9622447,45556
9622540,82146
9622552,82146
9622667,81309
9622679,81404
9622784,56635
9622796,56098
9622801,56097
9622813,56088
9622825,56108
9622837,56100
9622849,56095
9622916,93005
9622930,56854
9622942,56880
9623544,81517
9623556,81458
9623570,179120
9623647,57970
9623702,82146
9623726,81879
9623738,81944
9623740,81944
9623752,81944
9623764,57835
9623817,74866
9623829,74933
9623831,58058
9623881,57981
9624017,56616
9624031,55848
9624043,55848
9624055,55830
9624093,81792
9624108,81792
9624110,81795
9624122,81752
9624249,95708
9624251,181365
9624263,181366
9624378,61465
9624380,61380
9624445,181396
9624457,181415
9624469,181529
9624500,56591
9624639,61444
9624641,61470
9624653,81598
9624665,81512
9624677,81572
9624964,87193
9624976,87181
9625243,81166
9625798,57381
9625803,57644
9625815,57399
9625827,82787
9625839,82709
9625841,82687
9625853,82765
9625865,82748
9625877,82742
9625932,104229
9625944,104183
9625970,92216
9626546,56532
9626572,56564
9626584,56564
9626596,40413
9626651,75385
9626663,75398
9626675,75398
9626687,81510
9626730,58695
9626742,58695
9626895,56568
9626900,63490
9626912,56521
9626924,56469
9626936,56568
9626948,56361
9626950,56578
9626962,56452
9626974,56512
9626986,56546
9627033,56592
9627057,81391
9627069,81403
9627095,179910
9627643,53156
9627708,250993
9627758,81874
9627760,81930
9627837,205123
9628037,46947
9628049,46947
9628087,81434
9628099,81588
9628104,81425
9628116,81547
9628207,58057
9628219,58009
9628673,56756
9628702,58060
9628714,58066
9628726,58032
9628738,58044
9628740,58067
9628752,58023
9628764,58002
9628893,81666
9628908,81666
9628910,81699
9628922,81684
9628934,81964
9628946,81964
9629249,53225
9629483,51545
9629627,75474
9629639,75480
9629653,75397
9629720,89892
9629732,89892
9629811,75704
9629976,57832
9629988,57888
9630248,81336
9630664,81285
9630729,58018
9630731,57959
9630743,57919
9630793,176419
9630822,47209
9631175,48023
9631187,47685
9631254,93697
9631266,93724
9631321,206068
9631333,206070
9631462,58689
9631474,56735
9631826,81108
9632234,176387
9632272,56606
9632284,56637
9632296,56621
9632301,56620
9632313,56625
9632337,56620
9632349,56616
9632600,58000
9632612,57802
9632789,56812
9632791,56812
9632806,56812
9632818,56812
9632844,82000
9632947,81305
9632959,81354
9632985,61457
9632997,61462
9633006,61381
9633032,51182
9633068,181501
9633070,95710
9633082,95750
9633094,95735
9633109,95711
9633123,95707
9633135,95708
9633147,95707
9633159,95708
9633214,181279
9633226,181393
9633252,61453
9633264,61473
9633408,81404
9633410,81386
9633733,180032
9634438,56048
9634440,81762
9634701,206160
9634713,206026
9634830,82026
9634842,81918
9634854,81837
9634921,47482
9634933,47448
9635391,55582
9635406,55506
9635547,46737
9635559,46620
9635561,52002
9635614,56501
9635626,57450
9635690,80545
9635999,58018
9636008,58018
9636163,48909
9636175,48886
9636187,48905
9636199,48929
9636278,80584
9636369,60830
9636371,60830
9636436,56074
9636448,55863
9636450,66721
9636462,66684
9636527,43901
9636539,43958
9636541,43922
9636553,43966
9636577,76413
9636589,76414
9636591,76374
9636606,76426
9636618,76442
9636905,82092
9636917,81997
9637210,63800
9637272,53106
9637284,53007
9637296,55484
9637416,57599
9637428,57587
9637595,56209
9637600,56082
9637636,57076
9637791,180355
9638044,206010
9638056,206108
9638070,56025
9638173,74867
9638472,58669
9638484,58685
9638496,58609
9638501,58605
9638642,81361
9638678,75200
9638824,58753
9638836,58651
9638850,207422
9638862,207664
9638874,207435
9638886,176491
9638927,52713
9639476,205855
9639517,205170
9639529,205855
9639555,81564
9639567,81504
9639579,81687
9639684,78129
9639907,56583
9639933,43276
9639945,43274
9639957,43303
9640059,61453
9640308,64541
9640310,64493
9640322,64508
9640334,64493
9640592,58642
9640607,58665
9640619,58612
9640621,58648
9640671,81588
9640944,71348
9640956,71552
9641338,56804
9641340,56716
9641352,56704
9641364,56804
9641376,97114
9641388,97114
9641390,97102
9641704,74930
9641857,95768
9641869,95719
9641871,95712
9641883,207684
9641895,181392
9641900,181412
9642136,61414
9642148,61486
9642198,61455
9642203,61381
9642215,61396
9642227,61446
9642356,74998
9642368,75122
9642370,75200
9642382,75016
9642485,76249
9642497,76155
9642502,76195
9642514,76132
9642526,76243
9642772,81200
9642784,81200
9642796,82226
9642801,82306
9643154,82986
9643166,56103
9643178,56042
9643180,56047
9643192,56032
9643207,55884
9643219,55816
9643295,81521
9643300,81497
9643506,206382
9643544,81922
9643556,81902
9643879,95263
9643881,95263
9643893,95263
9643908,56526
9643910,56520
9644172,63250
9644184,63200
9644196,63200
9644201,63200
9644304,78245
9644483,55337
9644495,55337
9644500,107236
9644512,56052
9644524,56023
9644536,77288
9644548,70578
9644550,50633
9644770,81608
9644823,63562
9644835,63548
9645267,45906
9645279,45567
9645281,45555
9645293,44020
9645566,56034
9646194,81104
9646209,82221
9646211,81162
9646558,56704
9646601,75302
9646625,75351
9646649,75434
9646651,75390
9646663,75614
9646675,75631
9646687,75569
9646845,206000
9646895,40700
9646900,40481
9647277,63351
9648257,206061
9648295,205960
9648582,56756
9648855,57981
9648867,55851
9648879,55782
9648893,206030
9648908,208086
9649031,58342
9649043,58340
9649055,56841
9649172,52803
9649249,81721
9649299,81700
9649304,81700
9649689,76500
9649691,76500
9649706,75658
9650133,58595
9650145,58635
9650157,58620
9650169,58630
9650171,63478
9650432,70382
9650444,70395
9650456,56381
9650468,56439
9650470,56467
9650626,75200
9650638,75033
