imo,dwt
9335240,176924
9335848,229045
9335850,229013
9335862,228627
9335989,76942
9335991,76937
9336000,76948
9336012,177173
9336024,176760
9336036,76602
9336373,82459
9336385,52484
9336581,75395
9336593,75395
9336608,75356
9336610,75356
9336828,50223
9336830,50223
9336854,55863
9336866,55711
9336878,82331
9336880,82331
9336892,82331
9336907,82331
9336945,203275
9336957,203200
9336969,208014
9336995,207912
9337092,75395
9337107,203185
9337119,203130
9337121,203137
9337145,207933
9337169,207923
9339181,174092
9339430,56089
9339442,56056
9339454,56055
9339466,56047
9339478,56026
9339480,56014
9339765,53490
9339777,53206
9339789,53478
9339959,55975
9339961,327127
9340001,327095
9340063,55624
9340491,58710
9340506,58790
9340544,82338
9340556,82372
9340714,177932
9340726,173800
9341275,297679
9341287,297381
9341873,78932
9341914,89605
9341926,89861
9341938,90338
9342231,208038
9342736,53896
9342748,53808
9342750,52050
9342762,52050
9342803,76596
9342815,76596
9342827,76596
9342839,76596
9342841,76598
9342853,76598
9342865,76619
9342877,76608
9342889,88266
9342891,99047
9342918,76585
9343302,76627
9343314,76598
9343326,76635
9343417,53734
9343431,54085
9343443,54347
9343455,54347
9343467,54238
9343479,54347
9343481,46550
9343493,46500
9343508,91439
9343510,46500
9343522,52223
9343534,51828
9343546,55688
9343558,91486
9343560,60594
9343833,92832
9343845,92598
9343857,92485
9343869,92567
9343871,92576
9343883,92475
9343895,92524
9344045,49603
9344057,49547
9344069,82656
9344071,49470
9344083,49455
9344095,82619
9344289,180201
9344291,154068
9344306,180201
9344461,173759
9344473,173723
9344485,173764
9345324,73546
9345609,176943
9345611,176862
9345764,171680
9345805,174092
9345817,53617
9345829,53621
9346055,56610
9346160,53352
9346172,203233
9346184,203198
9346330,180200
9346342,206296
9346354,180184
9346366,180211
9346378,180230
9346380,206312
9346756,174316
9346768,174219
9347164,174101
9347176,174240
9347188,174109
9347877,53596
9347889,53100
9347906,53348
9347918,53348
9347920,53297
9347932,53349
9347944,53462
9348273,174110
9348285,174145
9349306,75131
9349320,74456
9350068,53487
9350070,53556
9350343,83690
9350800,185805
9351725,56023
9351737,55970
9351763,82962
9352949,76611
9352951,76510
9353216,53351
9353620,174204
9353668,53840
9353670,53732
9353682,53857
9354090,88279
9354105,99347
9354507,49724
9354791,42704
9354832,82224
9354844,82329
9354856,82209
9354868,82226
9355147,206291
9355159,206306
9355161,177926
9355484,77250
9355496,106355
9355501,52950
9355513,50757
9355525,50790
9355537,60527
9357755,75239
9357767,75204
9357896,49601
9357901,49636
9357913,49602
9357925,49615
9358838,74483
9358852,53825
9358864,53825
9359545,81487
9359818,55903
9360013,56557
9360025,56557
9361196,82295
9361201,82269
9361213,82191
9361225,82257
9361237,82220
9361249,180151
9361251,180183
9362190,76561
9362205,76302
9362217,76596
9362229,76585
9362231,76629
9362243,76588
9362255,76619
9362970,228527
9362982,77008
9362994,229117
9363003,176877
9363015,177987
9363027,177894
9363039,177804
9363041,177798
9363053,75204
9363065,75226
9363089,83730
9363091,64533
9363106,64539
9363118,64510
9363120,64484
9363132,83684
9363455,74759
9363625,55418
9363637,46500
9363649,82354
9363651,60527
9363663,52223
9363675,52224
9363687,60475
9363699,60500
9364277,75318
9364320,180201
9364447,74748
9364746,76431
9364758,76431
9364784,53489
9364796,53468
9364801,53466
9364813,53452
9364825,53483
9366108,75204
9368845,58480
9368857,58786
9368869,58811
9368871,57982
9368883,58701
9369710,76431
9369722,76431
9369851,174232
9369980,55808
9369992,55866
9370006,55840
9370044,56017
9370185,78819
9370197,78888
9370202,64500
9370214,64538
9370226,64486
9370238,64463
9370745,49527
9370757,49368
9370769,82672
9370771,82624
9370783,49549
9370795,49507
9370800,49411
9370812,49442
9370824,49520
9371062,46652
9371074,55649
9371086,54706
9371799,50785
9372767,55614
9373034,89861
9373046,90338
9373618,53393
9373620,53390
9373993,56678
9374002,56548
9374026,206291
9374038,206190
9374040,206312
9374052,206180
9374064,180182
9374076,180184
9374088,180277
9374143,228531
9374155,93492
9374167,93549
9374179,93579
9374181,77096
9374208,76662
9374210,76596
9374222,76596
9374832,177876
9375707,297592
9375733,297633
9375745,297738
9375757,297759
9375769,297959
9375771,297846
9375915,81383
9375927,81426
9375939,83610
9375941,83617
9375965,207942
9376309,55781
9376359,81354
9376361,81397
9376373,81508
9376385,81448
9377391,297719
9377406,297462
9377676,53505
9377688,53466
9377937,174091
9378319,174322
9378395,82050
9378606,77215
9379260,207791
9380752,55418
9380764,46559
9380776,55496
9380788,54810
9381172,76629
9381184,76596
9381196,91569
9381201,88266
9381213,76596
9381225,91521
9381524,83685
9381873,42704
9382683,53472
9382695,53525
9382724,50300
9382736,50194
9383857,75750
9384502,80300
9384514,79964
9384540,58663
9384796,53629
9384904,53633
9384916,176859
9384928,106349
9384930,76553
9384954,180159
9384980,82981
9385415,185920
9385477,72863
9385489,72863
9385491,54204
9385506,54204
9386251,74444
9386392,58679
9386407,58722
9386421,75149
9386500,53565
9386512,173949
9387114,180201
9387334,53447
9387346,53350
9387358,53432
9387360,53500
9387633,75093
9387786,53459
9387798,53442
9387803,53412
9387815,53386
9389112,56560
9389124,56557
9389215,55679
9389227,81791
9389239,81702
9389813,75750
9389825,75750
9389930,55005
9391610,56548
9391622,56566
9391634,56472
9391646,170018
9391969,78802
9391971,83688
9392420,82535
9392432,82449
9392444,82471
9392456,82580
9392729,55496
9392731,55496
9393187,180129
9393199,180140
9393216,176928
9393618,48549
9394753,82549
9394765,82561
9394832,58779
9394909,58837
9395197,178023
9395202,177878
9395214,53408
9395226,53571
9395238,53477
9395240,53507
9395252,53406
9395264,53428
9396127,49924
9396139,49862
9396141,49850
9396153,49856
9396206,55526
9396218,55518
9396892,53393
9397688,53496
9397690,53484
9397705,53478
9397731,81297
9397743,177974
9397834,55652
9397846,178394
9397858,55687
9397860,55639
9397872,55641
9397884,55688
9398096,297088
9398101,207955
9398113,207945
9398125,207935
9398137,207973
9398149,207991
9398151,297736
9398163,207918
9398175,297359
9398656,82518
9398668,82612
9398682,170015
9398694,170024
9398709,170060
9398711,170022
9398735,170037
9398747,170024
9398759,170057
9398981,83690
9399088,81487
9399090,81502
9399105,81466
9399557,76444
9401362,75750
9401477,82574
9401489,82598
9401491,82191
9401506,82623
9401518,82668
9401788,46500
9401790,54810
9401805,54810
9401817,92330
9401829,51758
9401831,51725
9401843,51725
9401855,50820
9401867,50806
9401879,54274
9401908,86356
9401910,50779
9401922,50779
9401934,50792
9401946,50780
9401958,50806
9401960,82533
9401972,51687
9401984,51687
9401996,76441
9402005,54768
9402017,54958
9402287,181383
9402299,181417
9402304,181453
9402938,83651
9402940,78844
9402952,83601
9403023,58781
9403035,58802
9403047,58713
9403059,58798
9403061,58729
9403073,58790
9403085,58765
9403097,58803
9403102,58792
9403114,58785
9403126,58750
9403138,58761
9403140,58731
9403152,58717
9403164,58730
9403176,58773
9403188,58787
9403190,58772
9403205,58736
9403504,179062
9403516,179238
9403528,179156
9403530,179067
9403607,180201
9404338,80372
9404766,106498
9404778,106563
9404986,55085
9404998,55073
9405007,55091
9405019,55090
9405071,177853
9405162,47761
9405332,177773
9405435,53554
9405447,50766
9405459,53529
9405461,53503
9405473,53549
9405485,53482
9405497,53503
9405502,53505
9405514,53554
9405930,53457
9405942,53565
9405954,53456
9405966,53565
9405978,53565
9406154,297171
9406453,206312
9406465,206366
9406477,206331
9406489,180181
9406491,206254
9406506,206306
9406518,180230
9406520,180230
9406532,206331
9406544,206330
9406556,180180
9406805,55259
9406881,174186
9406893,174261
9407469,55664
9407471,55518
9407483,55430
9407495,55522
9407500,55726
9407512,55411
9407524,55429
9407536,55486
9407859,55256
9407861,55217
9407873,55277
9408085,178090
9408255,56812
9408267,56825
9408281,56937
9408293,56794
9409065,178369
9409077,55651
9409089,55638
9409091,178564
9409118,178623
9409120,178381
9409132,55667
9409144,178342
9410155,178050
9410167,206007
9410404,180220
9410430,228614
9410442,93521
9410454,176952
9410480,179922
9410595,50433
9410600,50472
9410959,177729
9411006,177899
9411525,86949
9411537,86949
9412634,53822
9412646,53815
9413418,75750
9413420,75744
9413690,75123
9413717,177921
9414149,83611
9414151,78821
9414888,106498
9414890,92330
9414905,50806
9414917,50806
9414929,92672
9415739,54768
9416537,57291
9416549,57208
9416848,178120
9418444,81932
9418456,82226
9418468,82158
9418729,55940
9418731,55989
9418779,55771
9419462,250877
9419931,55753
9419943,55885
9420124,176403
9420265,55477
9420277,55522
9420289,55476
9420291,55444
9420306,55457
9420318,55455
9420320,55474
9420564,180373
9420588,180317
9420590,180407
9420605,180147
9421257,54239
9421439,61414
9421831,170039
9421843,169676
9422067,169025
9422079,169098
9422081,169021
9422328,75118
9422938,82193
9422940,82117
9423061,176371
9423073,176364
9423255,57991
9423267,93271
9423293,87375
9423334,206699
9423346,206649
9423358,182128
9423360,82171
9423475,58740
9423487,58735
9423499,58470
9423504,58760
9423528,58747
9423530,58701
9423542,58679
9423554,58729
9423578,57991
9423580,57991
9423592,57991
9423762,178002
9423774,178104
9423918,177855
9423920,177830
9423932,55771
9423944,180077
9423956,180077
9423968,180239
9423970,180082
9424235,119597
9424247,119480
9424601,54123
9424613,54250
9424857,57015
9425124,87375
9425136,87375
9425148,87375
9425447,181325
9425461,169057
9425473,169056
9425667,83685
9425679,78833
9425758,58090
9425760,58163
9425772,58096
9425784,58126
9425801,58096
9425813,58106
9425825,58081
9425837,58186
9425851,58098
9425863,57982
9425875,57982
9425887,58091
9425899,58091
9425904,58117
9425916,58117
9425928,58096
9425930,58096
9425942,58096
9425954,58092
9426001,93251
9426013,93313
9426025,93258
9426037,93233
9426049,93270
9426051,93386
9426063,93352
9426075,93352
9426087,93274
9426099,93222
9426104,93269
9426116,93337
9426128,58064
9426130,58086
9426142,57937
9426154,57937
9426192,57937
9426245,57937
9426257,58109
9426336,61414
9426415,174667
9426427,174725
9426702,61645
9426714,61501
9426726,61501
9426740,61344
9426764,61611
9426776,61611
9427005,88159
9427017,88151
9427029,76596
9427031,76662
9427304,176405
9427316,176405
9427330,56726
9427342,56700
9427897,56788
9427902,56930
9428463,177835
9429053,57012
9429065,57000
9429170,56865
9429431,87376
9429869,177947
9430038,177852
9430806,55666
9430818,55700
9430820,55668
9430844,55657
9430856,55582
9431173,119504
9431185,119473
9431226,228990
9431238,228990
9431240,229008
9431252,228850
9431513,56819
9431525,79387
9431537,79372
9432256,56826
9432347,53570
9432361,53481
9432464,55092
9432476,55089
9432488,55092
9432737,57157
9432804,179742
9433107,56785
9433547,56780
9433559,56784
9433602,82152
9433614,82171
9433626,82071
9433638,82152
9433640,80591
9433652,80594
9433664,83468
9434369,179701
9434371,179754
9434383,180575
9434395,180391
9434400,180391
9434412,180391
9434424,180702
9434436,180736
9434448,175397
9434498,60454
9434515,60454
9434527,62924
9434539,62942
9434553,179759
9434565,179759
9434606,57317
9434711,56847
9434723,56823
9434735,56920
9434747,56815
9434773,179599
9434785,179700
9435052,175397
9435064,175154
9435076,175154
9435648,169232
9436109,57066
9436111,57124
9436460,114751
9436513,180154
9436642,91442
9436654,91913
9436721,57181
9436733,57373
9436769,57368
9437098,87447
9437103,87431
9437268,250847
9437270,250847
9437282,297902
9437414,92667
9437696,169332
9438016,54279
9438028,53286
9438030,53819
9438042,53819
9438054,53819
9438121,91873
9438470,180079
9438614,74500
9438626,74500
9438638,74500
9438640,55623
9438676,91941
9438729,92648
9438779,180018
9438781,180018
9438913,250877
9439034,206312
9439046,206291
9439060,179719
9439072,179700
9439113,180180
9439125,180176
9439137,180200
9439149,180199
9439228,53193
9439412,175820
9439589,180096
9439591,180079
9439606,180099
9439618,180168
9439620,180091
9439632,180159
9439644,180082
9440320,180391
9440332,180391
9440394,74844
9440849,82687
9440916,58749
9440928,58732
9440930,58707
9440966,58693
9440978,58693
9440980,58758
9440992,58780
9441269,57809
9441271,57825
9441283,57809
9441295,57809
9441300,57809
9441312,57809
9441324,57809
9441336,57809
9441348,57809
9441350,57809
9441362,57809
9441374,57809
9441386,57809
9441398,57809
9441403,57809
9441415,57809
9441427,57809
9441879,57307
9441881,57269
9441922,250835
9441934,226434
9441946,226381
9442225,55638
9442378,83448
9442380,83416
9442392,83353
9442407,83375
9442469,78450
9442471,83480
9442483,83476
9442495,83456
9442500,83482
9442512,83482
9442524,83454
9442536,83494
9442641,56785
9442718,82514
9442744,82561
9442756,82562
9442768,82655
9442770,82509
9442835,88083
9442859,76529
9442902,53206
9442926,76596
9442938,76596
9442990,76302
9443009,76636
9443592,169391
9443607,175861
9443619,175837
9443803,54924
9443815,76483
9443827,92274
9443918,71460
9443920,72863
9444027,179147
9444039,179147
9444247,180736
9444534,181258
9444546,181016
9444819,169001
9445071,57293
9445162,56854
9445174,56805
9445215,206500
9445227,206391
9445253,180079
9445265,180141
9445277,180156
9445289,228800
9445291,228915
9445306,228517
9445318,228783
9445320,180335
9445332,180423
9445605,57298
9445617,57339
9445629,57295
9445679,57346
9445681,57295
9445693,57696
9445708,57285
9445710,57353
9445772,181458
9445966,177828
9446075,180120
9446087,180178
9446099,180199
9446128,56957
9446130,56956
9446180,56987
9446192,56956
9446403,55818
9446439,180309
9446441,181709
9446453,181725
9446465,180176
9446506,180136
9446518,181569
9446520,181494
9446532,181502
9446556,181605
9446568,181572
9446570,181458
9446582,181433
9446594,181452
9446611,181399
9446623,181399
9446635,181399
9446697,57017
9446702,56942
9446714,56971
9446726,56971
9446867,178076
9446879,178006
9446908,175609
9446934,56968
9446946,56935
9446958,56896
9446960,56928
9446996,180022
9447005,180022
9447017,179759
9447158,173555
9447160,203027
9447172,203067
9447184,203100
9447196,203149
9447201,203024
9447433,56913
9447445,56887
9447457,56920
9447469,56934
9447536,388133
9447548,388133
9447550,388133
9447562,388079
9447976,175800
9447988,175153
9447990,175800
9448009,175800
9448011,206312
9448023,114167
9448035,114063
9448047,114167
9448059,114167
9448217,61470
9448229,61470
9448243,62823
9448255,62823
9448554,175853
9448578,57982
9448580,87334
9448592,87334
9448607,87334
9448619,87334
9449247,57306
9449259,57293
9449273,57273
9449376,179873
9449560,57453
9450234,176890
9450868,169044
9450894,91945
9450909,91945
9451044,114248
9451173,57181
9451238,57185
9451240,57275
9451264,179221
9451276,179132
9451616,179223
9451628,179223
9451757,175264
9451769,175337
9452139,51599
9452397,180786
9452464,179849
9452476,180388
9452490,58608
9452505,58923
9452517,58609
9452543,58487
9452555,58923
9452579,179329
9452581,179329
9452593,79649
9452608,79649
9452610,79677
9452622,79602
9452634,57081
9452646,56956
9452658,57001
9452660,57075
9452854,56868
9452907,51658
9452919,51658
9452921,51658
9453054,75354
9453066,75329
9453080,179185
9453212,56823
9453224,56799
9453236,56708
9453248,56785
9453250,56779
9453262,56738
9453377,87340
9453389,87340
9453391,87340
9453406,87340
9453494,75209
9453509,93048
9453511,93115
9453523,93115
9453535,93112
9453731,175935
9453743,175975
9453767,175878
9454084,58831
9454151,178462
9454163,178459
9454175,55614
9454187,55693
9454199,55469
9454204,56104
9454278,80638
9454280,80647
9454292,80679
9454333,179185
9454503,55545
9454515,179294
9454527,179283
9454565,180145
9454577,180389
9454656,56933
9454668,56956
9454905,87332
9454917,87332
9455040,176320
9455533,114091
9455545,114078
9455557,114078
9455569,114007
9455648,56819
9455650,56686
9455686,177933
9455856,92018
9455894,169150
9455959,179362
9455961,179362
9456123,56732
9456135,56758
9456147,56835
9456159,56838
9456173,56793
9456226,56563
9456238,56770
9456240,56858
9456329,56943
9456331,56944
9456343,56719
9456355,56819
9456367,56898
9456379,57050
9456410,56737
9456422,56777
9456434,56745
9456446,56945
9456458,56925
9456460,56877
9456537,55733
9456549,55733
9456551,55596
9456678,179397
9456680,179418
9456692,179397
9457012,176283
9457294,53413
9457309,53463
9457402,169391
9457464,80705
9457555,169138
9457567,169126
9457725,53413
9457842,93237
9457854,93207
9457866,93318
9458224,58764
9458377,179147
9458389,179147
9458688,179719
9458690,179719
9458755,93297
9458767,93297
9458779,93252
9458781,93203
9458987,74500
9459321,115429
9459333,115488
9459345,115461
9459357,115444
9459527,182619
9459644,58670
9460007,49549
9460033,180727
9460083,57282
9460318,53450
9460320,53562
9460332,53549
9460382,61414
9460394,61360
9460514,56108
9460526,61683
9460538,76334
9460588,76334
9460590,76457
9460605,76424
9460631,92266
9460643,180491
9460655,180912
9460681,50714
9460722,57320
9460734,80443
9460746,80469
9460760,80533
9460772,80384
9460784,50448
9460796,51703
9460801,51703
9460813,50633
9460863,58786
9460904,82654
9460916,82641
9461063,80717
9461075,82175
9461087,82072
9461099,82131
9461104,82166
9461116,82181
9461128,82211
9461130,82194
9461142,82181
9461154,82206
9461166,82206
9461178,82206
9461192,82099
9461221,82165
9461233,82165
9461257,169233
9461269,169092
9461271,169293
9461283,169263
9461295,179797
9461300,179843
9461312,82099
9461324,82188
9461336,82188
9461350,82245
9461362,82205
9461453,82188
9461805,57255
9462366,118532
9462445,53554
9462471,174943
9462483,174944
9462495,174989
9462512,174788
9462811,176296
9463308,179250
9463322,179250
9463334,179250
9463580,58802
9463592,58814
9463633,118626
9463645,118590
9463657,118467
9463669,118532
9463671,118585
9463748,56854
9463750,56868
9464144,180010
9464168,53627
9464390,76636
9464405,76596
9464417,76565
9464508,76619
9464510,76554
9464572,114841
9464584,115910
9464596,114861
9464651,114563
9464663,114840
9464675,114775
9464742,57144
9464766,57161
9464778,57196
9464780,80333
9464792,57255
9464895,80388
9465150,58110
9465162,58115
9465174,58140
9465186,177000
9465198,178021
9465215,180745
9465227,180690
9465617,56773
9465708,75205
9465710,75196
9465734,75213
9465746,53100
9465758,53100
9465760,53100
9465772,75187
9465784,75204
9465796,75151
9465801,75206
9465849,53100
9465851,53100
9465863,53100
9466518,53393
9466520,53393
9466879,56830
9466881,56742
9466893,56764
9466908,56831
9467079,54036
9467081,54243
9467093,57014
9467665,175879
9467677,175908
9467859,57078
9467873,56956
9468126,55389
9468138,55304
9468152,55437
9468188,176827
9468358,174964
9468360,174977
9468401,180715
9468712,175088
9468724,175292
9468736,175009
9468748,174992
9468786,95650
9468970,179329
9469003,176354
9469015,176328
9469041,87328
9469053,87328
9469182,95790
9469259,177700
9469417,57792
9469431,57791
9469443,56247
9469467,180132
9469493,79754
9469508,79775
9469510,79791
9469522,80013
9469546,182060
9469558,182060
9469625,176536
9469637,178076
9469649,178043
9469675,182060
9469699,182060
9469857,178064
9469869,177736
9469871,177030
9469924,177897
9469962,169237
9469974,180050
9469986,180189
9470052,263055
9470064,80370
9470076,80448
9470375,74300
9470387,74138
9470399,74052
9470404,74232
9470492,82250
9470507,82250
9470923,177720
9471240,80545
9471252,80545
9471264,80282
9471276,80387
9471630,93283
9471642,93257
9472086,56719
9472098,56987
9472282,178032
9473121,75539
9473133,75659
9473145,75639
9473157,75506
9473169,75661
9473171,75633
9473183,76441
9473195,57195
9473274,75035
9473315,75021
9473327,75003
9473339,75012
9473341,75035
9473353,175013
9473509,106661
9473535,315063
9473561,315279
9473834,55886
9473846,55877
9474008,229126
9474010,228694
9474022,228771
9474034,228749
9474137,180171
9474618,92759
9474620,92776
9474632,92776
9474644,92762
9474656,56943
9474668,56536
9474670,79023
9474682,79167
9474694,79528
9474709,80929
9474711,80891
9474723,80902
9474785,53416
9474797,53471
9474802,53506
9474967,175053
9475040,58410
9475301,176838
9475521,57020
9475533,57009
9475545,56970
9475557,56932
9475569,57037
9475571,56987
9475583,56691
9475595,56711
9475777,57239
9476288,55764
9476290,55762
9476458,93201
9476460,93257
9476472,93318
9476484,93263
9476525,93253
9476537,93266
9476630,175219
9476642,175247
9476666,92929
9476678,92842
9476680,57051
9476692,57052
9476836,179362
9476848,179362
9476927,61671
9476939,76361
9476941,76483
9476953,76361
9476965,61683
9477189,86392
9477191,86392
9477206,92418
9477220,107290
9477232,107288
9477244,93143
9477270,50448
9477282,50450
9477414,91827
9477426,91807
9477440,57266
9477684,53716
9477696,53743
9477816,88159
9477854,93251
9477933,58766
9477945,58758
9478030,93407
9478157,56882
9478169,56822
9478195,80677
9478200,80677
9478511,55989
9478523,55753
9478561,55947
9478573,55947
9478585,55705
9478597,55878
9478626,55989
9478743,55636
9478755,55498
9478767,55499
9478779,55625
9478793,55654
9478808,55621
9478810,56119
9478822,110944
9478834,110909
9478846,110925
9478858,55612
9478860,55598
9478872,55688
9478884,55594
9478896,55525
9478901,55701
9478913,55694
9478925,55610
9478937,55616
9478949,55581
9478951,55692
9478963,55696
9478999,55677
9479008,55657
9479010,55640
9479022,55650
9479034,55580
9479046,55628
9479058,56236
9479163,297204
9479204,182307
9479216,182307
9479228,206565
9479230,206629
9479242,206650
9479254,206490
9479307,182097
9479319,80655
9479321,80559
9479333,80545
9479369,297077
9479888,180556
9479890,180274
9479905,180274
9480473,58450
9480526,178064
9480538,178006
9480540,82256
9480552,82154
9480930,53514
9480942,53452
9480954,53491
9480966,53549
9481219,106590
9481233,179109
9481245,169031
9481257,169053
9481295,179144
9481312,179234
9481348,179144
9481427,79471
9481439,79474
9481441,79463
9481453,79454
9481465,79457
9481477,79471
9481489,79448
9481635,106661
9481647,106661
9481659,106415
9481661,106529
9481673,106438
9481685,106438
9481697,106432
9481702,106659
9481714,106661
9482029,56919
9482108,58831
9482110,58818
9482122,58772
9482134,58818
9482201,55471
9482213,55473
9482225,182534
9482237,182577
9482249,182718
9482251,182737
9482263,83486
9482471,53600
9482483,53390
9482500,53456
9482524,177000
9482677,180406
9482689,93721
9482691,93647
9482706,93721
9482718,93721
9482940,178854
9483138,179109
9483188,55783
9483190,55783
9483205,55585
9483217,55783
9483229,55783
9483231,55783
9483243,55783
9483255,55783
9483267,55783
9483279,55783
9483293,180402
9483310,180157
9483322,180361
9483499,80306
9483542,80650
9483554,80650
9483827,80370
9484493,179759
9484675,92803
9484687,92803
9484699,92996
9484704,93028
9484792,175062
9484807,175611
9485021,82250
9485033,55848
9485045,55848
9486013,56894
9486025,56968
9486049,87376
9486130,58357
9486142,58471
9486726,180716
9487213,53208
9487225,53206
9487237,53208
9487407,56907
9487419,56907
9487421,56915
9487433,56891
9487615,81365
9487627,81358
9487639,251019
9487653,57016
9487665,56880
9487677,93295
9487689,93258
9487691,93234
9487706,93244
9487873,93038
9487885,93019
9487897,57099
9487902,57128
9487914,57132
9487976,179420
9487988,179266
9488009,179288
9488188,56803
9488217,53443
9488229,53393
9488279,263055
9488475,76611
9488566,56872
9488578,56806
9488580,56882
9488592,56830
9488657,177890
9488798,53413
9488803,79602
9488853,180116
9488865,180149
9488918,402347
9488956,53630
9488968,53631
9488970,53632
9488982,53628
9489041,81966
9489302,179166
9489508,226415
9489510,226371
9489845,180242
9490117,78400
9490129,83027
9490258,119406
9490442,79642
9490454,79648
9490466,79642
9490480,114671
9490492,114671
9490557,93315
9490595,176939
9490600,176912
9490612,176944
9490624,57970
9490636,57970
9490648,57970
9490650,57590
9490662,57981
9490674,58018
9490686,58020
9490698,58018
9490703,58018
9490715,58018
9490727,58020
9490739,58018
9490741,58018
9490753,57970
9490765,58018
9490777,57970
9490789,58018
9490791,57981
9490806,57981
9490818,58018
9490820,57981
9490832,57981
9490844,57981
9490856,57981
9490868,58018
9490870,57981
9490882,179194
9490894,179255
9490909,179135
9490911,179156
9491173,79105
9491197,56666
9491202,56810
9491214,56877
9491226,56730
9491238,56780
9491240,56840
9491252,56830
9491264,56666
9491288,80480
9491331,45601
9491343,45516
9491367,55660
9491379,55675
9491381,56725
9491393,56594
9491408,56594
9491989,93029
9492074,78882
9492086,78992
9492098,180086
9492103,180311
9492206,176000
9492218,206125
9492220,206117
9492232,177832
9492335,177752
9492347,178006
9492359,177807
9492373,57014
9492385,56757
9492397,57021
9492402,57021
9492414,57022
9492440,57017
9492490,74970
9492517,75031
9492593,75700
9492608,75650
9492725,75597
9492737,75615
9492763,56968
9492775,57165
9492787,56920
9492799,57116
9492804,56968
9492907,57893
9493016,177944
9493028,177897
9493054,299688
9493066,299688
9493092,315063
9493107,315146
9493119,315042
9493121,315279
9493391,56404
9493406,56199
9493418,57689
9493420,56214
9493432,56209
9493444,56106
9493456,57664
9493468,56279
9493470,56215
9493482,56134
9493511,75597
9493535,77901
9493585,175013
9493597,93302
9493602,93327
9493614,175911
9493626,175911
9493638,75618
9493640,75599
9493652,56736
9493664,56819
9493676,56820
9493688,56884
9493690,56822
9493731,56803
9493743,175127
9493755,175231
9493834,115664
9493846,115496
9493860,178005
9493872,176505
9493896,75039
9493913,75039
9493925,75200
9493937,58081
9493949,58133
9493951,58470
9493963,58087
9493975,58080
9493987,58138
9493999,82172
9494008,82172
9494010,58114
9494022,57369
9494034,57423
9494046,57347
9494058,57408
9494060,58105
9494084,82191
9494096,82108
9494101,82217
9494113,82094
9494137,82139
9494149,57334
9494151,57374
9494187,57982
9494228,179643
9494230,179643
9494242,56729
9494371,76381
9494383,76450
9494395,76463
9494400,79105
9494474,59905
9494486,59941
9494527,250759
9494694,250769
9495064,114601
9495076,115000
9495387,181255
9495404,181500
9495416,181488
9495715,58399
9495727,58398
9495923,62942
9495935,51679
9495947,51703
9495959,51661
9496135,58133
9496147,58058
9496202,58129
9496214,58110
9496226,58063
9496238,58058
9496472,207941
9496630,93268
9496642,93242
9496678,93260
9496680,93226
9496977,58738
9496989,58738
9497050,75725
9497062,75725
9497098,70475
9497115,56812
9497206,115581
9497218,115581
9497220,115401
9497232,115629
9497244,115455
9497256,115406
9497268,115301
9497270,115455
9497282,115305
9497294,115483
9497309,115483
9497311,115396
9497323,79403
9497335,79508
9497359,175918
9497361,175835
9497373,70060
9497385,79366
9497397,79659
9497402,79412
9497414,56756
9497579,115259
9497581,79441
9497593,79482
9497622,79415
9497830,57981
9497842,58018
9497854,56868
9497866,57000
9497880,57981
9498054,179221
9498327,207900
9498559,58419
9498561,58444
9498705,93143
9498717,92974
9498729,93076
9498731,92859
9498781,169001
9498810,93242
9498822,93312
9498834,93246
9498846,93246
9498860,92500
9498872,92500
9498896,93272
9498901,93282
9499084,119488
9499450,58018
9499462,58018
9499618,57005
9500039,56155
9500041,56129
9500091,58923
9500106,58923
9500261,75700
9500273,75700
9500285,75700
9500297,75700
9500302,75700
9500314,75700
9500584,55733
9500625,180725
9500637,180661
9500663,57959
9500675,57959
9500687,58096
9500699,58168
9500704,180643
9500742,180643
9500754,180643
9500766,180643
9500807,56729
9500819,56791
9500821,56729
9500883,76574
9500948,75486
9500950,75380
9500986,179263
9501071,176006
9501497,180300
9501605,178132
9501617,178132
9501851,179147
9502336,55807
9502348,55807
9502362,58713
9502568,49775
9502570,49802
9502582,180300
9502594,79499
9502609,79343
9502611,79489
9502623,75031
9502635,75200
9502647,75200
9502855,56135
9502934,179221
9503184,58723
9503201,179147
9503225,210036
9503249,297379
9503275,56897
9503287,57081
9503782,84062
9503811,56132
9503964,58680
9503976,58680
9503988,58680
9503990,58680
9504293,57305
9504308,57318
9505352,82158
9505455,56564
9505467,56564
9505481,56633
9505493,56649
9505833,178987
9505871,56451
9506708,56724
9507518,178987
9507520,178978
9507532,178978
9507544,178978
9507776,58079
9507788,55783
9507790,55783
9507881,178978
9507893,178978
9507908,179436
9507960,75008
9508392,178062
9508706,53321
9509499,175293
9509516,55804
9509528,55804
9509748,175366
9510187,182060
9510199,182060
9510319,82176
9510321,82163
9510333,82153
9510345,82153
9510357,82140
9510369,82153
9510371,58110
9510474,297980
9510486,299382
9510515,175292
9510527,175401
9510539,55060
9510694,84091
9511014,60225
9511052,60218
9511246,79222
9511258,79223
9511260,79234
9511337,175244
9511349,175191
9511416,177979
9511428,87378
9511430,87450
9511454,176189
9511466,175800
9511820,53416
9511832,58018
9511947,179435
9511959,179376
9512018,119454
9512032,78384
9512044,119496
9512056,119363
9512202,78993
9512214,79081
9512290,82179
9512305,82099
9512317,82099
9512329,82099
9512331,82099
9512343,82230
9512355,82265
